CODVIA,DESVIA,CIRCOS,MUNICIPIO,PARITA,COLCIV,INIZIO,FINE
40740,VIA MONTE SEI BUSI,5,5,P,R,2,48
52340,VIA RAVANO A LEVANTE,25,9,P,N,10,10
18660,VIA DELLA CONSOLAZIONE,14,1,D,R,1,11
33000,VIA LAVAGNINO,4,6,D,N,1,3
55680,VIA ARTURO SALUCCI,9,2,D,R,1,23
62740,VIA UBBIA,19,4,P,N,4,10
56340,SALITA SARDICELLI,20,4,D,N,1,1
45940,VIA GIOVANNI PASCOLI,9,2,P,R,6,6
1720,SALITA INFERIORE SANT'ANNA,13,1,P,R,4,36
15100,VIA ADAMO CENTURIONE,11,1,D,R,11,71
15400,VIA CERVIGNANO,17,3,P,R,2,46
19440,VIA COSTABELLA,25,9,D,N,1,5
46340,VIA PAVIA,3,7,D,R,1,15
3360,VIA BAINSIZZA,24,9,D,N,1,25
52000,PASSO DEI RAFFI,4,6,P,N,2,10
54260,VIA ROMA,14,1,D,N,1,11
36000,PIAZZA DI SAN MARCELLINO,12,1,D,R,1,3
33520,SCALINATA LERCARI,13,1,P,N,2,4
56040,VIA ANTONIO SANT'ELIA,4,6,P,N,4,230
46220,VIA PASTRENGO,13,1,P,N,6,12
15500,VIA CHIABRERA,12,1,D,N,1,13
69504,STRADA VICINALE CARROELLO,20,4,P,N,0X,0X
18960,VICO DIETRO IL CORO DELLE VIGNE,12,1,P,N,6,8
37880,VIA MELEGARI,10,2,P,R,18,32
61060,VIA TEODOSIA,15,8,P,R,2A,14
8160,VICO DI SANTA BRIGIDA,12,1,P,R,2,2
61720,VICO TORRE DI CORNIGLIANO,8,6,D,R,1,1
12600,SALITA SAN CARLO DI CESE,3,7,D,N,1,27
11240,VIA GIUSEPPE CANEPA,1,7,D,R,1,15
18480,VICO CONDINO,3,7,D,R,1,19
45780,VICO DEI PARMIGIANI,12,1,D,R,1,15
35028,VIA MAGAZZINI DEL COTONE,12,1,D,N,1,65
29860,VIA SAN GIORGIO,12,1,P,N,2,2
7160,VIA DEL BORGO,21,9,P,R,2,22
6840,VIA BOLZANO,25,9,D,R,1,35
45260,VIA OGERIO PANE,13,1,D,R,1,41
43920,VIA ORFANI,17,3,P,R,2,6
3380,SALITA DI BALACLAVA,12,1,P,R,4,4
64810,VIA DELLE VIOLE,24,9,P,N,4,26
19920,VIA GIOVANNI COSTANZI,13,1,P,N,2,14
6800,VIA BOLOGNA,10,2,D,N,1,49
43860,VIA DEGLI OREFICI,12,1,D,N,7,11
13720,VIA DEL CASONE,7,5,D,N,3,23
61330,VIA TIGULLIO,24,9,P,N,2,2A
1420,VICO DELL'AMORE,12,1,D,N,3,5
35920,VIA ANTON MARIA MARAGLIANO,14,1,D,R,1,21
30600,VIA SUPERIORE GNEO,4,6,P,N,2,14
6380,VIA BOBBIO,18,4,D,N,3,65
60740,PIAZZETTA TAVARONE,12,1,D,R,1,15
19240,VIA DELLA COSCIA,9,2,D,R,3,7
19400,VIA LORENZO COSTA,13,1,D,N,1,5
4720,VIA BAVARI,20,4,D,R,1,41
14495,SALITA SUPERIORE CATALDI,4,6,P,N,0A,42
17840,SALITA CODORO,20,4,P,N,2,4
32660,VIA LUIGI LANFRANCONI,14,1,P,N,4,4
60520,VIA GIULIO TANINI,21,9,D,R,1,69
10140,VIA CAMALDOLI,16,3,D,N,1,27
51180,VIA RAFFAELE PRATOLONGO,22,8,P,N,2,22
39340,VIA DEI MOLINUSSI,5,5,D,N,7,9
32000,PIAZZA INVREA,12,1,D,N,5,5
42320,SALITA SAN NICOLO',13,1,D,N,7,35
6600,VIA VALERIO BOCCIARDO,21,9,P,N,2,58
8960,VIA FRANCESCA SAVERIA CABRINI,13,1,D,N,1,1
32720,RAMPA DELLA LANTERNA,9,2,D,N,1,5
15300,VIA MARCELLO CERRUTI,4,6,D,N,1,95
52700,SALITA RE MAGI,12,1,P,R,2,2
31920,VIA INNOCENZO QUARTO,14,1,D,R,5,25
13920,VIA ROMANA DELLA CASTAGNA,24,9,D,R,9,33
19520,VIA COSTA D'ERCA,1,7,D,N,1,31
90110,MERCATO VIA BOLOGNA,10,2,P,N,0,0
21380,VIA FRANCESCO DASSORI,23,8,P,N,12,42
61160,VIA TERRALBA,16,3,D,N,1,5
54820,VICO INFERIORE DEL ROSO,12,1,D,R,1,13
54970,GIARDINI MARCO DINO ROSSI,13,1,P,N,0X,0X
60080,VIA ORATORIO DI SANTO STEFANO DELLE FOSSE,5,5,D,N,1,1
840,PIAZZA ALBERTINA,4,6,D,N,1,7
6480,VICO BOCCANEGRA,12,1,D,N,1,3
6220,VIA ETTORE BISAGNO,21,9,D,N,1,41
56160,VIA AL SANTUARIO DI NOSTRA SIGNORA DELLA GUARDIA,6,5,P,R,2,96
24260,VIA INFERIORE FAMEIANO,19,4,D,R,1,3
34460,PIAZZA LUCCOLI,12,1,D,R,1,7
59680,VICO SQUARCIAFICO,12,1,D,R,3,3
47040,VIA PERO,6,5,P,N,2,4
32940,PIAZZA COSTANZO LAURA,2,7,D,R,1,7
13140,VICO DEI CARTAI,12,1,D,R,5,25
41160,CROSA DEI MORCHI,19,4,P,N,2,66
4260,PASSO DI SAN BARTOLOMEO,13,1,D,N,1,9
12100,VIA CAPRERA,24,9,P,R,82,102
1920,SALITA SANT'ANTONINO,18,4,D,N,3,45
64120,VIA FALIERO VEZZANI,5,5,P,N,2,76
50100,VIA PONTEROTTO,17,3,P,R,24A,106
41660,VIA DELLE MURA DI PORTA MURATA,10,2,D,N,15,19
55380,VIA FRANCESCO MARIA RUZZA,25,9,D,N,1,1
59740,SALITA STAIATO,21,9,D,R,43,43
37780,GALLERIA GIUSEPPE MAZZINI,14,1,D,R,1,79
16020,VIA CHIARAVAGNA,4,6,D,R,1,219
5080,VIALE BENEDETTO QUINDICESIMO,22,8,P,N,2,6
5600,SALITA VITTORIO BERSEZIO,9,2,P,N,4,4
54440,SALITA RONCO,6,5,P,N,10,40
10620,VICO DI CAMPETTO,12,1,D,N,3,3
53020,VIA VINCENZO RICCI,14,1,P,R,2,18
7240,VIA BORGORATTI,21,9,D,N,79,83
32360,PIAZZA GIORGIO LABO',14,1,D,N,13,19
44400,VIA OTTAVA SOCIETA' CASE,4,6,P,R,2,28
44200,PIAZZETTA DEGLI ORTI DI BANCHI,12,1,D,N,3,5
31780,VIA IMPERIA,14,1,P,N,2,4
50180,VIA PONTINI,23,8,P,R,2,2
46900,VIA DEL PERALTO,13,1,P,N,2,6
61060,VIA TEODOSIA,15,8,D,R,1,21
55000,VIA PIETRO ROSTAN,3,7,D,N,1,9
38260,PIAZZA PIETRO METASTASIO,8,6,D,R,1,19
56720,VIA SAVONA,15,8,P,R,2,16
50980,VIA ROMANA DI PRA',2,7,D,N,7,7
14380,VIA CASTEL MORRONE,5,5,P,R,28C,30
3280,VICO RAFFAELE BADARACCO,25,9,D,N,1,3
14060,VIA STEFANO CASTAGNOLA,24,9,D,R,1,19E
9860,VIA CAIROLI,12,1,D,R,1,53
59080,VIA SIDNEY SONNINO,5,5,P,R,6,32
18080,VIA INFERIORE DELLA COLLETTA,25,9,P,N,0X,0X
24355,PIAZZA VANNUCCIO FARALLI,14,1,D,N,3,3
62750,PIAZZETTA MARCO UBERTIS,17,3,P,N,4,4
57620,VIA 16 GIUGNO 1944,4,6,P,R,6,14
48790,VIA PIONIERI E AVIATORI D'ITALIA,4,6,D,N,11,241
27700,VICO GALLIPOLI,2,7,D,N,1,1
27660,CORSO GALLIERA,16,3,P,N,4,12
42500,VIA NIMURI,7,5,D,N,1,1
50800,PIAZZETTA DEL POZZETTO,12,1,D,N,3,3
64080,VIA VESUVIO,11,1,D,N,1,59
50440,SALITA DI PORTAFICO,12,1,D,N,5,5
27930,VIALE FRANCESCO GANDOLFI,23,8,P,N,6,20
14040,VICO GIOVANNI BATTISTA CASTAGNINO,6,5,P,N,2,2
43520,VIA ALESSIO OLIVIERI,16,3,D,N,3,13
55680,VIA ARTURO SALUCCI,9,2,P,R,2,8
15120,PASSO CENTURIONE BRACELLI,17,3,D,N,3,13
24980,VIA FERRIERE DI PRA',2,7,P,N,2,6
21280,VIA DARDANELLI,3,7,D,N,1,1
90420,MERCATO LAGACCIO,2,7,P,N,0,0
27520,VIA GALATA,14,1,D,N,9,39B
30760,VICO GOVERNOLO,9,2,D,N,1,1
60420,VICO TACCONI,12,1,P,R,2,10
64680,VIALE VILLINI DI CRETO,20,4,D,N,3,13
18940,VICO DIETRO IL CORO DELLA MADDALENA,12,1,D,R,7,23
25580,CORSO FIRENZE,13,1,P,N,2,84
44460,VIA DELLA PACE,14,1,D,N,1,1
56280,VIA GIUSEPPE SARACCO,4,6,P,N,2,10
12100,VIA CAPRERA,23,8,P,N,2,16
31000,SALITA GRASSO,7,5,P,N,2,22D
23340,VIA MARCELLO DURAZZO,13,1,P,N,4,16
59060,VIA DONATO SOMMA,25,9,D,R,19,107
20840,VIA CURTATONE,13,1,P,N,2,6
5520,VICO DI SAN BERNARDO,12,1,P,R,8,18
54800,PIAZZA SUPERIORE DEL ROSO,12,1,D,N,3,3
7610,GIARDINI UGO BOTTARO,6,5,P,N,0X,0X
26180,VIA ALLE VECCHIE FORNACI,4,6,P,N,4,22
34780,VIA DEI MACELLI DI SOZIGLIA,12,1,P,R,2,62
40260,VIA DI MONTEGALLETTO,12,1,D,R,1,5
61980,VIA TORTONA,18,4,D,R,1A,161
38100,VIA LUIGI MERCANTINI,23,8,P,R,2C,2C
8700,VIA GIACOMO BURANELLO,9,2,D,N,1,1
21760,VIA FELICE DEL CANTO,7,5,D,R,1,73
52040,PIAZZA GIAMBATTISTA RAGGI,16,3,P,N,2,8
53080,VIA RIESE,24,9,D,N,1,21
32100,VIA ISONZO,24,9,D,N,3,27
16120,VIA PIETRO CHIESA,9,2,D,R,17,99
38640,SALITA MILLO,7,5,P,N,0X,0X
42640,VIA NOCE BELLA,7,5,D,N,1,5A
27780,SALITA GAMBARO,19,4,P,N,2,18
56960,VICO GIOVANNI SCANZI,9,2,D,N,1,3
10420,VICO DEL CAMPANILE DELLE VIGNE,12,1,D,N,5,7
3055,SCALINATA GIOACCHINO ASSERETO,23,8,P,N,0X,0X
23520,VICO ELBA,12,1,D,N,1,1
1280,VIA SANT'AMBROGIO DI FEGINO,5,5,P,R,2,4
63700,VIA VENTICINQUE APRILE,12,1,D,N,5,15
45400,VIA DELLA PANTERA,16,3,D,R,1,21
7760,VIA BOZZELLARI,2,7,D,N,1,1
49880,VIA PONTE CARREGA,19,4,P,R,20,40
35650,VIA RINO MANDOLI,18,4,D,N,1,155
12220,VIA CARACCIOLO,3,7,D,N,1,1
39860,VIA LEONARDO MONTALDO,18,4,P,N,2,34
12440,PIAZZA DI CARIGNANO,14,1,P,R,2,6
64140,PASSO ARMANDO VEZZELLI,21,9,D,R,1,7
34200,VIA GIOVANNI GUGLIELMO LONGO,3,7,D,R,1,205
53760,VIA ROANA,2,7,D,R,1,7
65420,VIA REMIGIO ZENA,17,3,D,R,3,15
47220,VIA PESCETTO,18,4,D,N,1,1
69576,PIAZZALE 334 BRIGATA SAP 'EST',2,7,P,N,0X,0X
49900,PIAZZA PONTEDECIMO,7,5,D,R,1,35
48440,VIA DELLA PIGNA,18,4,D,R,1,21
6160,VICO LEOPOLDO BIGNONE,2,7,P,N,2,22
4200,VIA ANTON GIULIO BARRILI,16,3,P,R,2,50
26500,PIAZZA DI FOSSATELLO,12,1,D,R,1,15
33820,VIA LIGORNA,20,4,D,R,13,23
51150,VIA PRATO VERDE,20,4,D,N,3,27
32720,RAMPA DELLA LANTERNA,10,2,P,N,0,0
62220,VIA EDUARDO TRAVERSO,23,8,D,N,1,7
58860,VIA FRANCESCO SIVORI,13,1,D,R,1B,33
57240,PIAZZA SCIO,15,8,D,N,3,3
8860,VIA GIORGIO BYRON,23,8,D,R,1,11
55520,VIALE DELLE SACRAMENTINE,23,8,D,R,1,3
64300,PIAZZA DELLE VIGNE,12,1,D,N,3,3
35740,VIA MANSUETO,5,5,P,N,2,92
10480,VIA DEL CAMPASSO,5,5,P,N,24,28
27910,VIA ANTONIO GANDIN,17,3,P,N,38,108
48180,VIA DELLA PIETRA,5,5,P,R,2,52
36460,VIA SANTA MARIA DI CASTELLO,12,1,P,R,4,6
38980,VIA MOGADISCIO,19,4,P,N,2,160
13760,VICO CHIUSO CASONI,12,1,P,R,2,20
45940,VIA GIOVANNI PASCOLI,9,2,D,R,3,19
9840,VIA CAIERO,25,9,P,N,4,16
9540,VIA CADEVILLA,24,9,P,N,2,38A
40380,VIA MONTELLO,17,3,P,N,18,22
5860,VIA EGISTO BEZZI,5,5,D,R,3,9
56780,VIA SCALA,24,9,D,N,1,9
61140,PIAZZA TERRALBA,16,3,D,N,1,7
44380,SCALINATA ALL'OSSERVATORIO,11,1,P,N,2,2
19720,SALITA ALLA COSTA DI SANT'EUSEBIO,19,4,D,N,1,93
26820,VIA DI FRANCIA,10,2,D,R,1,45
50440,SALITA DI PORTAFICO,12,1,P,R,6,26
55540,CORSO AURELIO SAFFI,14,1,P,R,42,72
14340,VIA CASTELLUCCIO,5,5,P,N,2,42
49040,PIAZZA BERNARDO POCH,4,6,P,N,2,6
59680,VICO SQUARCIAFICO,12,1,P,R,6,12
51320,VIA MARCELLO PRESTINARI,3,7,P,N,2,16
26080,VICO FONTANINO,17,3,D,N,5,5
19940,VIA DELLA COSTIERA,5,5,P,N,2,40
29760,VIA VINCENZO GIOBERTI,9,2,D,N,1,11
19460,SALITA ALLA COSTA DEI RATTI,17,3,D,R,1,3C
53300,VIA RIO MAGGIORE,19,4,P,R,60,82
59900,VIA ALLA STAZIONE PER CASELLA,18,4,D,N,13,17
34080,VICO DELLA LOGGIA SPINOLA,12,1,D,N,3,3
32100,VIA ISONZO,22,8,P,R,74,92
22710,BELVEDERE DEI DOGI,12,1,P,N,0X,0X
16260,SALITA ALLA CHIESA DI FEGINO,5,5,D,N,3,33B
89102,ROTATORIA SERV.S.ILARIO/AUTOST,2,7,P,N,0,0
64960,PIAZZA VITTORIO VENETO,9,2,P,R,2,96
55160,VIA GEROLAMO ROVETTA,3,7,D,N,1,9
54760,PIAZZA ROSMINI,17,3,D,N,1,1
51840,VIALE QUATTRO NOVEMBRE,14,1,P,N,4,6
7060,VIA GEROLAMO BORDONE,8,6,D,R,1,25
62020,VIA TORTOSA,17,3,P,N,2,12
24360,VIA LUIGI CARLO FARINI,9,2,D,N,1,3
9140,VIA CADEIA,19,4,P,N,2,26
33760,PIAZZA LIDO DI PEGLI,3,7,D,R,1,11
35180,SALITA MAGGIOLO DI STRUPPA,20,4,P,N,2,10
22020,VIA DE MARINI,9,2,D,N,1,77
14420,VIA DEL CASTORO,17,3,D,N,1,3
30780,VIA GRADISCA,16,3,P,R,2,18
52980,VIA RAFFAELE RICCA,18,4,P,R,12,26
48640,VIA DI PINO,19,4,D,N,1,185
49560,VIA MARCO POLO,13,1,P,R,6,16
58720,VIA SIRACUSA,4,6,P,N,2,4
21040,VIA ENRICO DANDOLO,5,5,D,R,1,47
22380,VIA ARMANDO DIAZ,15,8,D,R,1,63
48960,VICO CHIUSO PITTAMULI,14,1,D,N,1,1
58120,PIAZZA DEL SERRIGLIO,12,1,P,N,12,12
41900,VIA EMANUELE MUZIO,1,7,P,N,6,16
1020,VIA GALEAZZO ALESSI,14,1,P,R,6,24
32680,SENTIERO DI LANGONAGGIA,7,5,P,N,2,8
63540,VIA DEL VEILINO,18,4,D,R,1,9
2380,VIOTTOLO NICOLO' ARDIZZONE,25,9,D,N,3,9
37420,VIA ANGELO MASINA,17,3,P,N,2,4
47600,VIA PIANDERLINO,16,3,D,N,5,19
57440,VIA ALLA SCUOLA DI AGRICOLTURA,25,9,D,N,1,9
48760,VIA PIOMBINO,5,5,D,N,1,1
55240,VIA PIETRO PAOLO RUBENS,1,7,P,N,2,44
56320,CORSO SARDEGNA,17,3,P,R,200,338
11340,VIA CANEVARI,16,3,P,N,6,56
90200,MERCATO PRIARUGGIA,24,9,P,N,0,0
30560,PASSO DEL GNACCO,21,9,P,N,2,2B
65320,VIA ZARA,23,8,D,R,1,109
6660,VICO BOGGIANO,3,7,P,N,2,4
27900,VIA INFERIORE GAMBONIA,20,4,P,N,2,6
19980,VIA INFERIORE COSTIGLIOLO,25,9,D,N,1A,7
54280,PIAZZA GIAN DOMENICO ROMAGNOSI,17,3,D,N,1,3
24520,VICO DELLE FATE,12,1,D,R,11,15
57800,VICO DEL SANTO SEPOLCRO,12,1,P,N,6,6
18140,VIA SAN COLOMBANO,21,9,P,N,116,124
21620,ARCHIVOLTO DE FRANCHI,12,1,P,N,0X,0X
56440,PIAZZA DI SARZANO,12,1,P,R,2,52
63040,VIA VADO,4,6,D,N,1,47
29620,VIA ENRICO HILLYER GIGLIOLI,17,3,P,N,10,134
10020,VIA LODOVICO CALDA,4,6,P,R,48,90
45780,VICO DEI PARMIGIANI,12,1,D,N,1,3
43620,VIA DELL'OMBRA,22,8,D,R,1,37
49900,PIAZZA PONTEDECIMO,7,5,P,R,2,36
36600,VIA SANTA MARIA IN VIA LATA,14,1,P,N,2,6
4020,VIA BARI,11,1,P,N,22,56
54110,VIA SAN ROCCO DI MOLASSANA,19,4,D,N,1,9
13420,VIA GIUSEPPE CASAREGIS,15,8,P,N,2,52
38080,VIA MERANO,3,7,D,R,121,121
29300,VIA SAN GIACOMO,14,1,D,N,11,19
30940,VICO GRANDIS,9,2,D,R,1,9
23840,VICO DELLE ERBE,12,1,P,R,2,12
41080,VIA AI MONTI D'ORECCHIA,24,9,P,N,2,22
29980,SALITA SAN GIOVANNI,12,1,D,R,1,25
18540,VIA CONFORTI,24,9,P,N,2,6
47460,VIA MARTIN PIAGGIO,12,1,D,R,1,13
64280,VIA RAIMONDO AMEDEO VIGNA,4,6,P,R,2,94
11120,VIA ALLA CANELLONA,1,7,D,N,1,17
55140,VIA ROVETI,25,9,P,N,2,6
15660,ACCESSO A VIA DEL CHIAPPAZZO,18,4,P,R,2,2
16140,PIAZZA CHIESA DELL'ACQUASANTA,1,7,P,R,2,8
44360,PASSO DELL'OSSERVATORIO,11,1,P,R,4,4
52320,VIA RAVANO,25,9,P,N,4,8
27040,ARCHIVOLTO DEI FREGOSO,12,1,P,N,0X,0X
69512,VIA GILDO PENSIERO,20,4,P,N,6,26
2940,VIA ASOLONE,6,5,D,R,5,9
7900,VIA LODOVICO BREA,6,5,P,N,2,8
24180,VICO FALAMONICA,12,1,P,N,4,6
5680,SALITA GEROLAMO BERTOLOTTO,20,4,D,N,1,19
45100,PIAZZA PALMETTA,9,2,P,R,2,10
34960,VIA MADONNETTA DI BAVARI,21,9,D,N,1,9
60363,VIA DON LUIGI STURZO,25,9,P,N,12,138
26360,VIA FORTE DI SAN MARTINO,22,8,D,R,21,23
69554,LARGO CARLO BO,12,1,P,N,0X,0X
44260,VICO DELL'ORTO,12,1,P,N,2,6
27680,VIA NATALE GALLINO,7,5,D,R,3,135
60180,VICO DEGLI STOPPIERI,12,1,P,N,2,2
33100,VICO LAVEZZI,12,1,P,N,4,10
37860,VICO DELLE MELE,12,1,P,N,4,6
35860,PIAZZA MANZONI,16,3,D,N,1,9
160,VICO ACQUACALDA,4,6,P,R,2,18
64100,VIA LEONE VETRANO,8,6,P,R,2,84
55340,VIA EUGENIO RUSPOLI,15,8,P,R,2,134
11800,VIA CAPOLUNGO,25,9,P,N,2,62
48470,VIA PILLEA,4,6,P,N,2,44
53980,SALITA SUPERIORE SAN ROCCHINO,13,1,P,R,8,30
50170,PONTILE MULTEDO C,3,7,P,N,0X,0X
59360,VIA SPARTA,4,6,D,R,3,41
41320,VIA GIACOMO MORESCO,16,3,D,R,41,47
22280,PIAZZA CORNELIO DE SIMONE,25,9,D,N,1,1B
37480,VIA GIUSEPPE MASSARENTI,4,6,D,N,3,15
12060,SCALINATA CAPRAIA,13,1,P,N,0X,0X
1680,VIA SOFONISBA ANGUISSOLA,9,2,D,R,1,13
39680,VIA MONGIARDINI,5,5,D,N,1,3
45360,VIA DI SAN PANTALEO,18,4,P,R,6,22
39300,VICO AL MOLINO,5,5,P,N,2,10
30775,LARGO PIETRO GOZZANO,9,2,D,N,1,5
49300,VIA VECCHIA AL POGGIO DI BAVARI,21,9,P,N,2,2
25250,VIA FIDENZA,19,4,D,N,3,29
7620,VIOTTOLO BOTTE,7,5,D,N,1,9
18600,VIA DEI CONSERVATORI DEL MARE,12,1,P,N,2,4
31460,VICO GUARCHI,12,1,P,N,8,10
15100,VIA ADAMO CENTURIONE,11,1,P,R,2,64
21440,VIA CESARE DATTILO,9,2,D,N,3,5
520,VIA DI SANT'AGNESE,12,1,D,N,7,13
14180,VICO CASTELLEA,1,7,D,N,1,13
25240,VICO DEL FICO,12,1,D,N,9,21
23180,VICO DEL DRAGONE,12,1,D,N,5,7
16940,VIA ENRICO CIALDINI,1,7,D,N,1,27
34390,VIA EZIO LUCARNO,20,4,D,N,7,99
39980,VIA DEL MONTE,17,3,D,N,23,87
12660,VIA CARLOFORTE,3,7,D,N,1,19
47380,PIAZZA ERRICO PETRELLA,5,5,P,N,2,4
54940,VIA CATERINA ROSSI,4,6,D,N,1,19
7780,VIA BRACELLI,13,1,P,N,8,8A
47360,VIA PETRARCA,14,1,D,R,1,5
31220,VIA GRETO DI CORNIGLIANO,8,6,D,R,5,5
36720,VICO DELLE MARINELLE,12,1,P,R,4,12
43360,VIA DOMENICO OLIVA,4,6,P,R,2,54B
5140,VIA CARLOTTA BENETTINI,16,3,D,R,5,19
42140,VICO NEREO,25,9,D,N,1,13
23600,VIA ELSA,8,6,D,N,1,11
64500,PIAZZA GOFFREDO VILLA,13,1,D,N,27,31
51340,VIA MARIO PREVE,13,1,D,N,5,21
13420,VIA GIUSEPPE CASAREGIS,15,8,P,R,2,96
40120,VIA MONTE CIMONE,6,5,D,N,1,113
12100,VIA CAPRERA,23,8,D,R,1,25
9780,SALITA CA' GIANA,20,4,D,N,1,13
41860,VIA MUSANEGO,25,9,D,N,3,3
28535,VIA CARLO GAVOGLIO,17,3,P,N,0X,0X
44160,VIA ANTONIO ORSOLINO,9,2,P,N,2,26
33560,PIAZZA GIOVANNI LERDA,1,7,P,R,2,16
39920,VIA MONTANI,24,9,P,N,2,42
34840,PIAZZA DELLA MADDALENA,12,1,D,R,1,11
50540,PIAZZA DEL PORTELLO,13,1,D,R,7,17
16940,VIA ENRICO CIALDINI,1,7,P,N,22,22
2220,LARGO ARCHIMEDE,15,8,D,R,1,11
2520,VIA ARGINE POLCEVERA,5,5,D,R,23L,61
24720,VIA FEREGGIANO,17,3,P,N,2,48
8140,SALITA DI SANTA BRIGIDA,12,1,D,N,1,31
22760,VICO DOMOCULTA,12,1,D,R,3,3
53040,VIA ALFREDO RICCIOTTI,5,5,P,N,40,40
63080,VIA VAL D'ASTICO,7,5,D,N,1,65
37680,VICO DI SAN MATTEO,12,1,P,N,2,2
19780,SALITA COSTA DI SESTRI,20,4,D,N,3,5A
41060,VIA MONTICELLI,17,3,D,R,25,35
18140,VIA SAN COLOMBANO,20,4,D,N,1C,65A
63680,PIAZZA GIACOMO VENEZIAN,2,7,P,N,2,6
50020,VIA DEL PONTENUOVO,17,3,D,N,5,5
29640,VIA DELLE GINESTRE,18,4,D,R,1,105B
7540,VIA SUPERIORE DEI BOSSARI,24,9,D,N,7,7
49720,PIAZZA AMILCARE PONCHIELLI,3,7,D,N,1,1
19580,VIA COSTA DI CANTALUPO,25,9,P,N,10,10
60150,VIA FLAVIA STENO,24,9,P,N,2,60
17140,VICO CICALA,12,1,D,N,1,5
2580,PIAZZA GIUSEPPE ARIMONDI,7,5,D,N,1,3
50040,VIA AL PONTE POLCEVERA,5,5,D,R,1,5
20920,VIA MARIO E NICOLO' DAGNINO,3,7,P,N,2,28
31620,VIA BARTOLOMEO GUIDOBONO,13,1,P,N,2,12
42020,VIA SAN NAZARO,23,8,P,R,2,64
20420,VIA ANTONIO CROCCO,13,1,P,R,4,20
10720,VICO DEL CAMPO,12,1,D,R,9,31
21380,VIA FRANCESCO DASSORI,15,8,P,N,2,2
52860,VIA PAOLO RETI,9,2,D,R,9,91
51260,VIA PREMANICO,21,9,D,N,1,37
5260,VIA PAOLO EMILIO BENSA,12,1,D,N,1,1
51760,VIA RENATO QUARTINI,5,5,P,R,52,100
58160,SALITA DA SERRO A MOREGO,7,5,D,R,1,9
50240,VIA INFERIORE PORCILE,6,5,P,N,2,22
50320,VIA A PORTA DEGLI ARCHI,14,1,D,N,1,3
44660,VICO CHIUSO PAGGI,12,1,P,N,4,6
51380,VICO CHIUSO PRIANO,4,6,P,R,8,8
44400,VIA OTTAVA SOCIETA' CASE,4,6,D,N,1,9
47160,VIA DEI PESCATORI,15,8,P,N,2,10
26360,VIA FORTE DI SAN MARTINO,22,8,D,N,7,11
63760,VIA VENTI SETTEMBRE,14,1,D,R,1,269
49860,PASSO PONTE CARREGA,18,4,D,N,1,13
11880,SALITA CAPPELLETTA DI SANTA MARIA MADDALENA,20,4,D,N,3,11
49760,VIA TOMASO PONSELLO,6,5,D,R,1,15
60100,PIAZZA STELLA,12,1,P,R,2,6
52380,VIA EMANUELE RAVANO,25,9,D,R,1,9
54560,SALITA INFERIORE SALVATOR ROSA,9,2,P,N,8,16
320,VICO DEGLI ADORNO,12,1,P,R,10,56
48440,VIA DELLA PIGNA,18,4,D,N,1,27
54480,VIA RONCONE,24,9,D,N,1,7
34820,VIA VINCENZO MACULANO,11,1,D,R,9,35
63300,VIA VARESE,14,1,D,R,1,31
42130,VIA PIETRO NENNI,25,9,D,N,1A,81
25640,VIA FIUME,14,1,P,R,2,12
13700,VIA CASINI,17,3,P,N,2,66
32200,VIA STEFANO JACINI,4,6,D,N,3,3
65180,VIA ROMANA DI VOLTRI,1,7,D,N,1,35
16200,VICO ALLA CHIESA DELLE VIGNE,12,1,D,R,3,3
28000,VIALE CARLO GARBIERI,23,8,D,N,1,7
55600,VICO DEL SALE,12,1,P,R,2,6
680,VICO ALABARDIERI,12,1,P,R,8,10
35340,VIA ALESSANDRO MALASPINA,8,6,P,R,4,30
45890,PIAZZA FERRUCCIO PARRI,25,9,D,N,1,23
47520,VIA PIANATA,21,9,P,N,18,28A
48160,VIA PIER DOMENICO DA BISSONE,4,6,P,N,2,18
42220,SALITA DELLA NEVE,12,1,P,N,10,10
34480,VIA LUCCOLI,12,1,D,N,13,31
59020,PONTE SOMALIA,9,2,P,N,0X,0X
5220,VIA DI SAN BENIGNO,10,2,P,N,30,32
14400,VIA BENEDETTO CASTIGLIONE,6,5,D,N,1,7
59060,VIA DONATO SOMMA,25,9,P,N,2,90
14060,VIA STEFANO CASTAGNOLA,24,9,P,N,2,30
3266,BACINO SANPIERDARENA,9,2,P,N,0X,0X
36960,PIAZZA MARSALA,13,1,D,N,1,1
46020,VICO ALLA PASSEGGIATA DI NERVI,25,9,P,N,2,10
8470,VIA INFERIORE BRUSINETTI,1,7,P,N,0X,0X
31380,VIA TOMASO GROSSI,9,2,D,R,1,29
56220,VICO SAPONIERA,8,6,D,N,1,3
25260,VICO DEL FIENO,12,1,D,R,1,41
39820,SALITA SUPERIORE MONTALDO,18,4,D,N,1,1B
38000,VIA CIRO MENOTTI,4,6,D,N,1,55
8700,VIA GIACOMO BURANELLO,9,2,P,N,2,36
45100,PIAZZA PALMETTA,9,2,D,N,1,7
41920,VIA MYLIUS,14,1,P,R,4,4
22680,CORSO DOGALI,12,1,P,R,2,18
42160,VIA ACHILLE NERI,23,8,P,R,2,22
20300,VIA CRIMEA,15,8,P,N,2,10
28520,VIA DELLE GAVETTE,18,4,P,R,12,106
20720,VIA CROSINI,24,9,P,R,18,26
34540,VIA LUMARZO,25,9,P,N,0,2
59740,SALITA STAIATO,21,9,P,R,22,1016
